                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    531,                0.53965,                0.38571,                0.93158,                0.59651,                0.35253,                0.94728,                0.88272,                0.88967,                0.93138,                0.78427,                0.64413,                0.50682,                0.92951,                0.67864,                0.51593,                0.93855,              0.0010548,              0.0010548,              0.0010548
                    532,                 0.5468,                0.39931,                0.92568,                0.58852,                0.38073,                 0.9458,                0.96761,                0.83524,                0.94448,                0.80606,                0.62938,                0.50461,                0.92068,                0.65095,                0.52213,                 0.9321,              0.0010541,              0.0010541,              0.0010541
                    533,                0.54366,                0.39889,                0.93578,                0.60159,                0.38871,                0.96045,                0.91799,                0.87426,                0.93437,                 0.7937,                 0.6227,                 0.5366,                0.92889,                0.65092,                0.54548,                0.93784,              0.0010534,              0.0010534,              0.0010534
                    534,                  0.526,                0.37764,                0.92149,                0.58083,                0.34059,                0.94067,                0.93657,                0.90441,                0.95515,                0.80596,                0.63253,                0.48369,                0.92812,                0.64747,                0.46627,                 0.9355,              0.0010527,              0.0010527,              0.0010527
                    535,                0.54243,                0.38151,                0.90708,                0.59463,                 0.3308,                0.92312,                0.95009,                0.86378,                0.94267,                0.78127,                0.66005,                0.50115,                0.94454,                0.68556,                0.52337,                0.95364,               0.001052,               0.001052,               0.001052
                    536,                0.53412,                0.38501,                0.91007,                0.59108,                0.35645,                0.93133,                0.91877,                0.86327,                0.92825,                0.77576,                0.65233,                0.52925,                0.93368,                0.68337,                 0.5805,                0.95614,              0.0010513,              0.0010513,              0.0010513
                    537,                0.54397,                0.38386,                0.92413,                0.59882,                0.34667,                0.94391,                0.89556,                0.87539,                0.92039,                 0.7679,                0.66065,                 0.5452,                0.93921,                0.71092,                0.59734,                0.95615,              0.0010506,              0.0010506,              0.0010506
                    538,                0.53191,                0.38226,                0.92706,                0.58169,                0.35825,                0.94888,                0.89911,                0.84931,                0.91632,                0.76218,                0.65361,                0.58058,                0.93181,                0.70225,                0.64108,                0.94957,              0.0010499,              0.0010499,              0.0010499
                    539,                 0.5174,                0.37302,                0.91749,                0.56371,                0.33116,                0.93531,                0.91726,                0.85944,                0.93262,                0.77486,                0.65112,                0.54605,                0.93063,                 0.7052,                0.56392,                0.93432,              0.0010492,              0.0010492,              0.0010492
                    540,                0.53346,                0.38088,                0.93904,                 0.5887,                0.34774,                0.96467,                0.91291,                0.87273,                  0.929,                0.77558,                  0.642,                0.52497,                0.92851,                0.68209,                0.57186,                0.93672,              0.0010484,              0.0010484,              0.0010484
                    541,                0.53364,                0.38839,                0.92204,                0.59049,                 0.3686,                0.94123,                0.93124,                0.85658,                0.93328,                0.77315,                0.65725,                 0.5102,                0.93154,                0.68848,                0.58568,                0.94106,              0.0010477,              0.0010477,              0.0010477
                    542,                  0.544,                0.39273,                0.92585,                0.60888,                0.37936,                0.95143,                 0.9109,                0.89895,                0.95476,                0.78038,                0.67318,                0.52344,                0.93917,                 0.7398,                0.48998,                0.95974,               0.001047,               0.001047,               0.001047
                    543,                0.53231,                0.37596,                0.91939,                0.59169,                0.33372,                0.93967,                0.94459,                0.88191,                0.95478,                0.78545,                0.66826,                0.49974,                0.94352,                  0.715,                0.49535,                0.96092,              0.0010463,              0.0010463,              0.0010463
                    544,                0.54673,                0.38406,                0.92454,                0.60618,                0.36522,                0.93922,                 0.9513,                0.89266,                0.95565,                0.78442,                0.68591,                0.48003,                0.96161,                0.73431,                0.46027,                0.97704,              0.0010456,              0.0010456,              0.0010456
                    545,                 0.5274,                0.37263,                0.92577,                0.59399,                0.34744,                0.94801,                0.92854,                0.90276,                0.95496,                0.79223,                0.67678,                0.45993,                0.94865,                0.70655,                0.47984,                0.95555,              0.0010449,              0.0010449,              0.0010449
                    546,                0.52616,                0.37246,                0.92302,                0.58889,                0.34557,                 0.9459,                0.90101,                0.92847,                0.95049,                0.79295,                0.66768,                0.48849,                0.94192,                 0.6976,                0.49799,                0.94589,              0.0010442,              0.0010442,              0.0010442
                    547,                0.54309,                0.38436,                0.92449,                0.59997,                0.34053,                0.94467,                0.91015,                 0.9229,                0.95397,                0.80168,                0.64874,                0.47942,                0.93209,                0.67741,                 0.4729,                0.93167,              0.0010435,              0.0010435,              0.0010435
                    548,                0.52195,                0.37543,                0.92336,                 0.5933,                0.35085,                0.94484,                0.94349,                0.87067,                0.95143,                0.79199,                0.65405,                0.48092,                0.93285,                0.69319,                0.49317,                0.94277,              0.0010428,              0.0010428,              0.0010428
                    549,                0.52976,                0.38031,                0.92213,                0.59754,                0.37241,                0.94674,                0.94414,                0.86726,                0.94865,                 0.7906,                 0.6662,                0.50213,                0.93408,                0.69583,                0.52509,                0.94697,              0.0010421,              0.0010421,              0.0010421
                    550,                0.54968,                0.38772,                0.91568,                0.62015,                0.37313,                0.93619,                 0.9014,                0.88306,                0.94519,                0.78327,                0.66417,                0.51912,                0.93679,                0.69215,                0.55291,                0.95756,              0.0010414,              0.0010414,              0.0010414
                    551,                0.54689,                0.38765,                0.94032,                0.60612,                0.37999,                0.96097,                0.88324,                0.89571,                0.94474,                0.77815,                0.67388,                0.50798,                0.94823,                0.70814,                0.52332,                0.98356,              0.0010407,              0.0010407,              0.0010407
                    552,                0.53504,                0.38317,                0.93026,                0.59126,                0.36253,                0.95437,                0.94441,                0.86035,                0.94621,                0.78341,                0.68939,                0.50507,                0.95662,                0.71112,                0.48349,                0.97704,                0.00104,                0.00104,                0.00104
                    553,                0.52688,                0.38989,                0.92319,                0.58239,                0.37175,                0.94668,                0.87655,                0.87844,                0.93271,                0.76866,                0.67348,                0.52541,                0.94406,                0.69779,                0.59297,                0.95369,              0.0010392,              0.0010392,              0.0010392
                    554,                0.52311,                0.37277,                0.90672,                0.57302,                0.34782,                0.92792,                0.94287,                0.87188,                0.94001,                0.78264,                0.67339,                0.50662,                0.94411,                 0.6972,                0.52028,                0.94928,              0.0010385,              0.0010385,              0.0010385
                    555,                0.52157,                 0.3829,                0.91492,                0.57403,                0.35604,                0.94159,                0.97238,                0.88475,                0.96055,                0.79826,                 0.6698,                0.47832,                0.94485,                0.67922,                0.46715,                0.94784,              0.0010378,              0.0010378,              0.0010378
                    556,                0.53971,                0.38368,                0.92837,                0.60039,                0.35922,                0.95399,                0.93314,                0.87629,                0.95164,                0.78288,                0.64836,                0.48617,                0.93479,                0.67067,                0.52675,                0.94118,              0.0010371,              0.0010371,              0.0010371
                    557,                0.54023,                0.38827,                0.92616,                0.59432,                0.37296,                0.94649,                0.88138,                 0.8956,                0.93848,                0.77722,                0.62955,                0.52412,                0.92966,                 0.6699,                0.55541,                0.94888,              0.0010364,              0.0010364,              0.0010364
                    558,                0.53285,                0.39755,                0.92973,                0.60062,                0.38733,                0.95351,                 0.9077,                0.92763,                0.94399,                0.79729,                0.61741,                0.50025,                0.92875,                0.64445,                0.48651,                0.94248,              0.0010357,              0.0010357,              0.0010357
                    559,                 0.5255,                0.38801,                0.92606,                0.58099,                0.34674,                 0.9415,                0.94114,                0.90524,                  0.944,                0.78643,                0.64717,                0.49015,                0.93051,                0.67891,                0.47144,                0.94567,               0.001035,               0.001035,               0.001035
                    560,                0.52218,                0.37029,                 0.9192,                0.59674,                 0.3495,                0.94151,                0.90414,                0.89703,                0.93922,                0.79191,                0.61919,                0.49611,                0.91565,                0.65095,                 0.5055,                0.92424,              0.0010343,              0.0010343,              0.0010343
                    561,                0.51758,                0.36906,                0.91678,                0.57708,                0.34595,                0.93426,                0.92086,                0.87321,                0.94903,                0.79952,                 0.6066,                0.46627,                0.90913,                0.64921,                0.49077,                 0.9219,              0.0010336,              0.0010336,              0.0010336
                    562,                0.54542,                0.40088,                0.92833,                0.62529,                0.39253,                0.94939,                0.96388,                0.87273,                 0.9543,                0.78862,                0.62361,                0.46474,                0.91711,                0.68505,                0.45806,                0.94275,              0.0010329,              0.0010329,              0.0010329
                    563,                0.54099,                0.38525,                0.92507,                0.60757,                 0.3591,                 0.9436,                0.93843,                0.87072,                 0.9433,                0.78756,                0.62156,                 0.4814,                0.92393,                0.66598,                0.49075,                 0.9437,              0.0010322,              0.0010322,              0.0010322
                    564,                0.51851,                0.38141,                0.91999,                0.57865,                0.35572,                0.93835,                0.91917,                0.89606,                0.94612,                0.80356,                0.63391,                0.48381,                0.92969,                0.65835,                0.47236,                0.93162,              0.0010315,              0.0010315,              0.0010315
                    565,                0.52769,                 0.3831,                0.92443,                0.57953,                0.35761,                0.94161,                0.92569,                0.87686,                0.94442,                0.80116,                0.63142,                0.49462,                0.93162,                0.65395,                0.46084,                0.92425,              0.0010308,              0.0010308,              0.0010308
                    566,                0.53394,                0.38102,                0.91803,                0.59968,                0.35018,                0.93802,                0.92502,                0.87952,                0.94186,                0.79579,                0.64346,                0.49798,                0.92077,                0.66756,                 0.4667,                0.91797,              0.0010301,              0.0010301,              0.0010301
                    567,                0.52653,                0.37247,                0.92136,                0.58575,                0.34174,                0.94317,                0.96039,                0.88442,                0.95548,                0.80902,                0.63497,                0.51467,                0.92766,                0.65429,                0.42994,                0.92555,              0.0010293,              0.0010293,              0.0010293
                    568,                0.54629,                0.39493,                 0.9192,                0.61012,                0.37144,                0.94145,                0.93107,                0.89891,                0.95937,                0.80632,                0.65069,                0.45245,                0.93096,                0.67823,                0.46028,                0.94337,              0.0010286,              0.0010286,              0.0010286
                    569,                0.53805,                0.38271,                0.92266,                0.58594,                0.34735,                0.94463,                0.92265,                0.93979,                0.96398,                0.81368,                0.63585,                0.45503,                 0.9254,                0.65891,                0.39268,                0.92308,              0.0010279,              0.0010279,              0.0010279
                    570,                0.52783,                0.37431,                0.91815,                0.56807,                0.33814,                0.93333,                0.89587,                0.91327,                0.94932,                0.79131,                0.63431,                0.48147,                0.92836,                 0.6608,                0.43501,                0.92389,              0.0010272,              0.0010272,              0.0010272
                    571,                0.50969,                0.37376,                0.90904,                0.56562,                0.34779,                0.93026,                0.91859,                0.90425,                 0.9508,                0.77859,                0.65855,                0.48438,                0.93818,                0.68942,                0.47461,                0.95271,              0.0010265,              0.0010265,              0.0010265
                    572,                0.52355,                 0.3677,                0.91453,                  0.565,                0.33532,                0.93181,                0.91068,                0.93217,                0.94933,                 0.7848,                0.66376,                0.48827,                0.94524,                0.68181,                0.45284,                0.94155,              0.0010258,              0.0010258,              0.0010258
                    573,                 0.5286,                 0.3844,                0.91451,                0.58508,                0.36124,                0.93534,                0.89599,                0.89589,                0.93765,                0.77363,                0.66543,                0.52278,                0.93885,                0.69343,                0.53865,                0.93929,              0.0010251,              0.0010251,              0.0010251
                    574,                0.52445,                0.37285,                0.91571,                0.58605,                0.36093,                 0.9341,                0.95599,                0.84623,                0.94016,                0.78141,                 0.6413,                0.49064,                0.91796,                0.68616,                0.56481,                0.93338,              0.0010244,              0.0010244,              0.0010244
                    575,                0.52962,                0.37178,                0.91464,                0.57822,                 0.3376,                0.93184,                0.95975,                0.85909,                0.96055,                0.80466,                0.63358,                 0.4553,                0.91483,                0.65833,                0.45584,                0.92854,              0.0010237,              0.0010237,              0.0010237
                    576,                0.52902,                0.38171,                0.91575,                0.59315,                0.34798,                0.94214,                 0.9474,                0.86009,                0.95241,                0.80682,                 0.6211,                0.45024,                 0.9102,                0.64319,                0.44557,                0.93218,               0.001023,               0.001023,               0.001023
                    577,                0.54066,                0.38195,                0.91919,                0.59205,                0.35292,                0.93546,                 0.9091,                0.88634,                 0.9502,                0.80583,                 0.6296,                0.45635,                0.91712,                 0.6594,                0.45762,                0.93106,              0.0010223,              0.0010223,              0.0010223
                    578,                0.53525,                0.38157,                0.92047,                0.59292,                0.36328,                0.94053,                0.90251,                0.90339,                0.94872,                0.80283,                0.64058,                0.48772,                0.92322,                0.67104,                0.48884,                0.93929,              0.0010216,              0.0010216,              0.0010216
                    579,                0.50525,                0.37139,                0.90743,                0.57531,                0.34572,                0.93052,                0.93955,                0.85815,                0.94008,                0.77816,                0.66609,                0.50516,                0.94191,                0.68405,                0.51141,                0.94589,              0.0010209,              0.0010209,              0.0010209
                    580,                0.53184,                0.38102,                0.91899,                0.58988,                0.34183,                0.93828,                 0.8896,                0.90475,                0.92773,                0.76462,                0.68487,                 0.5038,                 0.9552,                0.73115,                0.58116,                0.98985,              0.0010201,              0.0010201,              0.0010201
                    581,                0.52692,                0.37624,                0.91382,                0.58431,                 0.3524,                0.93309,                0.90535,                0.88329,                0.93981,                0.77784,                0.66212,                0.48522,                0.94757,                0.70475,                0.52853,                0.97102,              0.0010194,              0.0010194,              0.0010194
                    582,                0.52677,                0.37649,                0.92484,                0.59698,                0.36003,                0.94968,                0.89657,                0.91433,                0.94902,                0.79741,                0.66013,                0.45745,                0.93704,                0.65205,                0.47349,                0.93015,              0.0010187,              0.0010187,              0.0010187
                    583,                0.53271,                0.38154,                  0.914,                0.58949,                0.34941,                0.93046,                0.97703,                0.82738,                0.94728,                0.78909,                0.67529,                0.46747,                0.93009,                0.68655,                0.48713,                0.92679,               0.001018,               0.001018,               0.001018
                    584,                0.52981,                0.38487,                  0.919,                0.57416,                0.37326,                0.93157,                 0.9062,                0.91694,                0.95818,                0.79932,                 0.6429,                0.45008,                0.91905,                0.65423,                0.44137,                 0.9148,              0.0010173,              0.0010173,              0.0010173
                    585,                0.51239,                0.36601,                0.90957,                 0.5605,                0.34433,                0.92626,                0.94229,                 0.8878,                0.94405,                0.78418,                0.64279,                0.49217,                 0.9234,                0.63131,                0.45188,                0.90821,              0.0010166,              0.0010166,              0.0010166
                    586,                0.50902,                 0.3631,                0.90747,                0.55169,                0.33684,                0.92343,                 0.9132,                0.88703,                0.93719,                0.78135,                0.64175,                0.50941,                0.93685,                0.64492,                0.49909,                0.92641,              0.0010159,              0.0010159,              0.0010159
                    587,                0.51604,                 0.3663,                0.92148,                0.56585,                 0.3399,                0.93803,                0.95203,                0.90403,                0.95366,                 0.7887,                0.65477,                0.44759,                0.94604,                0.67567,                0.45257,                0.94651,              0.0010152,              0.0010152,              0.0010152
                    588,                0.49134,                0.35793,                0.90518,                0.55762,                0.33566,                0.92881,                0.92452,                0.90468,                0.94117,                0.78401,                0.64769,                0.49508,                0.94495,                0.67481,                0.50128,                0.95556,              0.0010145,              0.0010145,              0.0010145
                    589,                0.52362,                0.37845,                 0.9037,                0.59448,                  0.376,                0.92394,                 0.8918,                0.90562,                0.94114,                0.78286,                0.63902,                0.50016,                0.93778,                0.66576,                0.50703,                0.94139,              0.0010138,              0.0010138,              0.0010138
                    590,                 0.5162,                0.37062,                0.89969,                0.58185,                0.34526,                0.91745,                0.96608,                0.89477,                0.95667,                0.80155,                 0.6465,                0.45573,                0.93568,                0.66132,                0.46074,                0.94773,              0.0010131,              0.0010131,              0.0010131
                    591,                0.51839,                0.37016,                0.90817,                0.57062,                0.33205,                0.92511,                0.94231,                0.93934,                0.96812,                0.81275,                0.66037,                0.44207,                0.94142,                0.66733,                0.40853,                0.94944,              0.0010124,              0.0010124,              0.0010124
                    592,                0.50132,                0.36841,                0.90302,                0.56308,                0.34645,                0.92406,                0.93203,                0.88379,                0.95623,                0.80765,                0.65585,                0.46307,                0.93438,                0.67197,                 0.4626,                 0.9469,              0.0010117,              0.0010117,              0.0010117
                    593,                0.52325,                0.38039,                0.92167,                0.58529,                0.35652,                0.94442,                 0.9537,                0.85943,                0.94759,                0.78817,                0.67109,                0.49316,                0.93761,                0.69013,                0.47152,                0.94407,               0.001011,               0.001011,               0.001011
                    594,                0.50503,                 0.3641,                 0.9055,                 0.5597,                0.32855,                0.92102,                0.92988,                0.90285,                0.95033,                0.79308,                0.65873,                0.49818,                0.93839,                0.67904,                0.49516,                0.95404,              0.0010102,              0.0010102,              0.0010102
                    595,                0.50715,                0.37249,                0.90887,                0.57105,                0.34986,                0.93059,                0.91722,                0.91965,                0.96193,                0.80706,                0.64163,                0.46103,                0.93561,                0.66073,                 0.4615,                0.93666,              0.0010095,              0.0010095,              0.0010095
                    596,                0.49869,                0.36007,                0.90267,                0.56224,                0.34075,                0.92277,                0.93468,                  0.894,                0.95529,                0.80039,                0.63559,                 0.4737,                0.93142,                0.66483,                0.47184,                0.93899,              0.0010088,              0.0010088,              0.0010088
                    597,                0.52509,                0.37157,                0.90567,                0.59057,                0.34344,                0.92244,                 0.9232,                0.91053,                0.95482,                0.79698,                0.64286,                0.48352,                0.93427,                0.67169,                0.51814,                0.94327,              0.0010081,              0.0010081,              0.0010081
                    598,                0.49858,                0.35126,                0.90057,                0.54795,                0.33125,                0.91691,                0.92633,                0.92429,                0.95608,                0.79415,                0.64815,                0.46638,                0.93027,                0.68849,                0.49003,                0.94327,              0.0010074,              0.0010074,              0.0010074
                    599,                0.52103,                0.35849,                0.91025,                0.57651,                0.33439,                0.92908,                0.94167,                0.88942,                0.95552,                0.80579,                0.63591,                0.46114,                0.92088,                0.66076,                  0.449,                0.92904,              0.0010067,              0.0010067,              0.0010067
                    600,                0.51837,                0.36337,                  0.906,                 0.5792,                0.32584,                0.92432,                0.91863,                0.87679,                0.94697,                0.79535,                0.64113,                0.46946,                0.91985,                0.65545,                0.50997,                0.92718,               0.001006,               0.001006,               0.001006
                    601,                0.51321,                0.36878,                0.90526,                0.55839,                0.32708,                0.91987,                0.94608,                0.88069,                0.94501,                0.78935,                0.64973,                0.47756,                0.92953,                0.67681,                0.53934,                0.94465,              0.0010053,              0.0010053,              0.0010053
                    602,                0.52487,                0.37071,                0.91296,                0.57315,                0.33929,                0.92852,                0.94646,                0.89278,                0.94909,                0.78767,                0.64415,                0.46303,                0.93674,                0.68868,                 0.4749,                0.95593,              0.0010046,              0.0010046,              0.0010046
                    603,                0.51263,                0.36033,                0.91847,                0.56517,                0.32756,                0.94024,                0.94282,                   0.91,                0.94598,                0.78878,                0.65874,                0.47132,                0.94072,                0.68231,                0.51271,                0.95324,              0.0010039,              0.0010039,              0.0010039
                    604,                0.51971,                0.35775,                0.90688,                0.57489,                0.33683,                0.92337,                0.93549,                0.88637,                0.93899,                0.78662,                0.65785,                0.48998,                0.93395,                0.69233,                0.53137,                0.94877,              0.0010032,              0.0010032,              0.0010032
                    605,                0.51659,                 0.3748,                0.91362,                0.56937,                0.34197,                0.93065,                0.94294,                0.87362,                0.94362,                0.77822,                0.67841,                0.50628,                0.94469,                0.70685,                0.51949,                0.95497,              0.0010025,              0.0010025,              0.0010025
                    606,                0.50384,                0.36782,                0.91164,                0.56464,                0.33021,                0.93275,                 0.9531,                0.87667,                0.94902,                0.78812,                0.65812,                 0.4968,                0.94067,                0.67856,                0.50724,                0.95155,              0.0010018,              0.0010018,              0.0010018
                    607,                0.49073,                0.35484,                0.89921,                0.55528,                0.32713,                0.91771,                 0.9643,                0.91786,                0.95732,                0.79113,                0.64386,                0.47016,                0.92779,                0.68116,                0.49154,                0.95081,              0.0010011,              0.0010011,              0.0010011
                    608,                0.48405,                0.34887,                0.90805,                0.54688,                0.29997,                0.92867,                0.88741,                0.93727,                0.95058,                0.78002,                 0.6538,                0.48745,                0.93497,                0.69224,                0.52454,                0.96167,              0.0010003,              0.0010003,              0.0010003
                    609,                 0.4991,                0.36493,                0.91014,                0.56091,                 0.3496,                0.93255,                0.90888,                 0.9301,                0.95079,                0.78694,                0.63852,                0.49059,                0.93275,                0.68272,                 0.4724,                 0.9596,             0.00099964,             0.00099964,             0.00099964
                    610,                0.52524,                0.37875,                0.90603,                0.58562,                0.36185,                0.92512,                0.93344,                0.89601,                0.94141,                0.77632,                0.65408,                0.49653,                0.92593,                0.69942,                 0.5065,                0.94601,             0.00099893,             0.00099893,             0.00099893
                    611,                0.51627,                0.37024,                0.91361,                0.58315,                0.34635,                0.93602,                0.94787,                0.86416,                0.93831,                0.78445,                 0.6537,                 0.5187,                0.92765,                 0.6821,                0.56671,                0.93631,             0.00099822,             0.00099822,             0.00099822
                    612,                 0.5175,                0.36707,                0.90964,                0.58041,                0.35097,                0.93109,                 0.9296,                0.88317,                0.94487,                0.79554,                0.62097,                0.50583,                0.91331,                0.66048,                0.52322,                0.92621,             0.00099751,             0.00099751,             0.00099751
                    613,                0.51094,                0.36442,                 0.9013,                 0.5661,                0.32194,                0.91803,                0.95395,                0.84956,                0.94024,                0.78958,                0.62779,                0.47328,                0.91502,                 0.6722,                0.50885,                0.94053,             0.00099681,             0.00099681,             0.00099681
                    614,                0.51652,                0.36817,                0.91344,                0.58381,                0.34162,                0.93458,                0.88921,                0.88185,                0.93797,                0.77914,                0.63558,                 0.4727,                0.91728,                0.67705,                0.55813,                0.94073,              0.0009961,              0.0009961,              0.0009961
                    615,                0.51414,                0.36196,                0.90559,                0.57676,                0.32181,                0.92192,                0.91449,                0.90859,                 0.9516,                0.79744,                0.62214,                0.43884,                0.91328,                0.66836,                0.49719,                0.92971,             0.00099539,             0.00099539,             0.00099539
                    616,                0.51202,                0.35632,                0.91288,                0.56086,                0.33475,                0.93223,                 0.9183,                0.92651,                 0.9521,                0.80337,                0.62433,                0.45343,                0.91532,                0.65023,                0.48233,                0.92895,             0.00099468,             0.00099468,             0.00099468
                    617,                0.53048,                0.37365,                0.91921,                0.58207,                0.33712,                0.93499,                0.94506,                0.87514,                0.94405,                0.79236,                0.62999,                0.47875,                0.91295,                0.66552,                0.52798,                0.93416,             0.00099398,             0.00099398,             0.00099398
                    618,                0.52324,                0.36001,                0.91402,                 0.5787,                0.32728,                0.93473,                0.89826,                0.90879,                 0.9454,                0.78812,                0.62325,                 0.4953,                0.91224,                0.64033,                0.50011,                0.90894,             0.00099327,             0.00099327,             0.00099327
                    619,                 0.5214,                0.36193,                0.91476,                0.59084,                0.34303,                0.94381,                0.92919,                0.87567,                0.94339,                0.79224,                0.62828,                0.50849,                0.91789,                 0.6494,                0.50009,                0.92015,             0.00099256,             0.00099256,             0.00099256
                    620,                0.49577,                0.35571,                0.91084,                0.53851,                0.32558,                 0.9283,                0.91229,                0.91476,                0.94728,                0.79264,                0.61686,                0.49904,                0.91635,                0.63942,                0.49151,                0.91591,             0.00099185,             0.00099185,             0.00099185
                    621,                0.49692,                0.34908,                0.90995,                0.55656,                  0.319,                0.93575,                0.91692,                0.90436,                 0.9522,                0.78642,                0.65002,                0.50612,                0.93065,                0.66736,                0.48137,                0.92497,             0.00099115,             0.00099115,             0.00099115
                    622,                0.54112,                0.37718,                0.91485,                0.60426,                0.34191,                 0.9317,                0.95251,                0.89149,                0.95023,                0.79733,                 0.6483,                0.46974,                0.92007,                0.65007,                0.47048,                0.92536,             0.00099044,             0.00099044,             0.00099044
                    623,                0.51755,                0.36622,                0.91113,                0.56902,                0.32828,                0.92727,                0.93208,                 0.8611,                0.95098,                0.78902,                0.65073,                0.45817,                0.92442,                0.65965,                 0.4653,                0.93773,             0.00098973,             0.00098973,             0.00098973
                    624,                0.52208,                0.36716,                0.91466,                0.58349,                0.33104,                0.93861,                0.95085,                 0.8435,                0.94223,                0.78907,                0.63303,                0.47085,                0.91625,                  0.672,                0.54587,                0.94361,             0.00098903,             0.00098903,             0.00098903
