                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                  1.135,                 1.0384,                 1.3576,                 1.2057,                 1.2277,                 1.3427,                0.72711,                0.73559,                0.81364,                0.59262,                 1.0099,                0.86944,                 1.2645,                 1.0322,                0.93456,                 1.2374,               0.001163,               0.001163,               0.001163
                     97,                 1.1244,                0.95826,                 1.3098,                  1.165,                 1.1191,                 1.3055,                0.76012,                0.72966,                 0.8289,                0.60608,                 1.0369,                0.88463,                 1.2645,                 1.0214,                0.92095,                  1.209,              0.0011602,              0.0011602,              0.0011602
                     98,                 1.1234,                0.99964,                 1.3488,                 1.1918,                 1.1692,                 1.3471,                0.79998,                0.76808,                0.83677,                0.60536,                 1.0044,                0.85163,                 1.2338,                 1.0192,                0.90413,                 1.2076,              0.0011574,              0.0011574,              0.0011574
                     99,                 1.1141,                0.97309,                 1.3339,                 1.1432,                 1.1565,                 1.3161,                 0.7736,                0.75728,                0.81279,                 0.6102,                0.99131,                 0.8972,                 1.2321,                0.96794,                0.93406,                 1.1792,              0.0011545,              0.0011545,              0.0011545
                    100,                 1.0916,                0.93599,                 1.3184,                 1.1281,                 1.0929,                 1.2951,                0.79845,                0.72007,                0.83649,                0.60728,                 1.0118,                0.82587,                 1.2336,                 1.0079,                0.88487,                  1.209,              0.0011517,              0.0011517,              0.0011517
                    101,                 1.0816,                0.91919,                 1.2977,                 1.1285,                 1.0919,                  1.282,                0.74197,                0.76018,                 0.8083,                0.55943,                 1.1114,                0.85864,                  1.268,                 1.1315,                0.97409,                 1.2595,              0.0011489,              0.0011489,              0.0011489
                    102,                 1.1127,                0.93907,                 1.2931,                 1.1739,                 1.1087,                 1.2779,                0.83088,                0.71514,                0.84735,                0.61075,                 1.0595,                0.84869,                  1.253,                 1.0869,                0.94253,                 1.2318,              0.0011461,              0.0011461,              0.0011461
                    103,                 1.1131,                0.95527,                 1.3221,                 1.1704,                 1.1065,                 1.3081,                0.73352,                0.78045,                0.85734,                0.64347,                0.95365,                0.77779,                 1.2091,                 0.9973,                0.83771,                 1.1802,              0.0011432,              0.0011432,              0.0011432
                    104,                 1.0759,                0.95058,                 1.3091,                 1.1619,                 1.1392,                 1.3099,                0.74816,                0.74102,                0.83289,                0.61869,                0.95813,                0.83746,                 1.2195,                 1.0344,                0.88812,                 1.1992,              0.0011404,              0.0011404,              0.0011404
                    105,                 1.0168,                  0.877,                 1.2803,                 1.0795,                 1.0272,                  1.263,                0.67938,                0.74229,                 0.8188,                0.60424,                0.98317,                0.84971,                  1.247,                  1.019,                0.90029,                 1.1965,              0.0011376,              0.0011376,              0.0011376
                    106,                 1.0299,                0.92407,                 1.2859,                 1.0835,                  1.066,                 1.2788,                 0.7825,                0.73846,                0.83922,                0.62773,                0.94871,                0.81706,                 1.2067,                0.98356,                 0.8154,                 1.1622,              0.0011347,              0.0011347,              0.0011347
                    107,                 1.0372,                0.91506,                 1.2772,                 1.0801,                 1.0608,                 1.2594,                0.81466,                0.80722,                 0.8688,                 0.6346,                 1.0068,                0.80752,                 1.2178,                 1.0195,                0.77832,                 1.1728,              0.0011319,              0.0011319,              0.0011319
                    108,                 1.0355,                0.90184,                 1.2829,                  1.077,                 1.0589,                 1.2776,                 0.7864,                0.76375,                0.84316,                0.62168,                0.96142,                0.77126,                 1.1887,                 1.0195,                0.82111,                 1.1744,              0.0011291,              0.0011291,              0.0011291
                    109,                 1.0489,                0.91177,                 1.2812,                 1.0998,                  1.081,                 1.2818,                0.75585,                0.78555,                0.84392,                0.61467,                0.94922,                0.72519,                 1.1988,                  1.039,                0.83386,                  1.208,              0.0011263,              0.0011263,              0.0011263
                    110,                 1.0771,                0.89132,                  1.299,                 1.1479,                 1.0897,                 1.2961,                0.78415,                0.68456,                0.80997,                0.57344,                 1.0734,                0.86765,                 1.2793,                 1.0931,                0.94479,                 1.2253,              0.0011234,              0.0011234,              0.0011234
                    111,                 1.0314,                 0.8635,                 1.2283,                 1.0988,                 1.0293,                 1.2267,                0.75718,                0.72319,                0.83432,                0.62987,                0.96286,                0.78662,                 1.2055,                0.95908,                0.83304,                 1.1566,              0.0011206,              0.0011206,              0.0011206
                    112,                0.97089,                0.86775,                 1.2465,                 1.0119,                 1.0492,                 1.2423,                0.79158,                0.74062,                0.83093,                 0.6044,                 1.0465,                0.84572,                 1.2711,                 1.0311,                0.92657,                 1.2056,              0.0011178,              0.0011178,              0.0011178
                    113,                 1.0499,                0.84197,                 1.2559,                 1.1003,                 1.0159,                 1.2421,                0.82504,                0.72647,                0.84178,                0.62057,                 1.0276,                0.83098,                 1.2389,                 1.0167,                0.85073,                 1.1666,              0.0011149,              0.0011149,              0.0011149
                    114,                 1.0577,                0.90711,                 1.2914,                 1.1065,                 1.0407,                  1.272,                0.72125,                0.75191,                0.83532,                0.62938,                0.94752,                0.79877,                  1.192,                0.96538,                0.87815,                 1.1329,              0.0011121,              0.0011121,              0.0011121
                    115,                 1.0189,                0.87234,                 1.2397,                 1.0607,                 1.0075,                 1.2328,                0.77087,                0.80772,                0.84564,                0.63448,                 0.9867,                0.80536,                 1.1889,                0.96026,                0.88822,                 1.1638,              0.0011093,              0.0011093,              0.0011093
                    116,                 1.0389,                0.88513,                 1.2451,                 1.0999,                  1.025,                   1.24,                 0.8446,                0.75601,                0.86619,                0.64785,                0.94969,                0.74859,                 1.2015,                0.98414,                0.79492,                 1.1748,              0.0011064,              0.0011064,              0.0011064
                    117,                  1.003,                0.84205,                 1.2411,                 1.0427,                0.97271,                 1.2293,                0.75137,                0.74918,                0.82661,                0.61446,                 0.9894,                0.85588,                 1.2081,                0.99177,                0.94057,                 1.1669,              0.0011036,              0.0011036,              0.0011036
                    118,                 1.0322,                0.86172,                 1.2272,                 1.0859,                 1.0099,                 1.2205,                0.71446,                0.84857,                0.85249,                0.64757,                0.96915,                0.75593,                 1.1759,                0.96778,                0.82117,                 1.1381,              0.0011008,              0.0011008,              0.0011008
                    119,                0.99931,                0.82296,                 1.2337,                 1.0474,                0.96042,                 1.2183,                0.79615,                0.79964,                 0.8701,                0.64611,                0.96722,                0.74391,                 1.2016,                 1.0361,                0.77395,                 1.1822,               0.001098,               0.001098,               0.001098
                    120,                 1.0261,                0.82778,                 1.2446,                 1.0793,                0.99353,                 1.2407,                0.84111,                0.71933,                0.85893,                0.62547,                0.96768,                0.76019,                 1.2099,                 1.0019,                0.81024,                  1.174,              0.0010951,              0.0010951,              0.0010951
                    121,                 1.0218,                 0.8612,                 1.2575,                 1.0779,                0.99959,                 1.2473,                0.84032,                0.67445,                0.82859,                0.60746,                 1.0357,                0.84994,                 1.2388,                 1.0126,                0.92514,                 1.2032,              0.0010923,              0.0010923,              0.0010923
                    122,                 1.0349,                 0.8599,                 1.2545,                 1.0715,                0.98323,                 1.2487,                0.77461,                0.77297,                0.83386,                0.61428,                 1.0283,                0.82099,                 1.2252,                 1.0162,                0.92611,                 1.1748,              0.0010895,              0.0010895,              0.0010895
                    123,                0.97775,                0.82055,                 1.1978,                 1.0339,                0.95662,                 1.1905,                0.77101,                0.81009,                0.87618,                0.66353,                0.95406,                0.74438,                 1.1674,                0.97283,                0.77115,                 1.1428,              0.0010866,              0.0010866,              0.0010866
                    124,                 1.0101,                0.80162,                 1.2114,                 1.0727,                0.93866,                 1.2063,                0.76092,                0.79564,                0.85999,                 0.6382,                 1.0129,                0.74302,                 1.2205,                0.99652,                0.78241,                 1.1695,              0.0010838,              0.0010838,              0.0010838
                    125,                0.98988,                0.83211,                 1.2554,                 1.0449,                0.95997,                  1.259,                0.86995,                0.79742,                0.88867,                0.66991,                0.95912,                0.71143,                  1.182,                0.95839,                0.72148,                 1.1446,               0.001081,               0.001081,               0.001081
                    126,                0.99484,                0.83891,                 1.2435,                 1.0695,                0.96155,                 1.2443,                0.82674,                0.68518,                0.81431,                0.60486,                0.98017,                0.83191,                 1.2173,                0.99672,                0.92861,                 1.1724,              0.0010782,              0.0010782,              0.0010782
                    127,                0.94552,                0.79655,                 1.1932,                0.99924,                0.90421,                 1.1977,                0.82281,                0.81179,                 0.8885,                0.66989,                 0.9422,                0.74578,                 1.1633,                0.96363,                0.74805,                  1.139,              0.0010753,              0.0010753,              0.0010753
                    128,                0.93655,                0.79885,                 1.1957,                 1.0025,                0.92682,                 1.1917,                0.82238,                0.81759,                0.88745,                0.66807,                0.93416,                0.75903,                 1.1653,                0.92722,                0.77324,                 1.1442,              0.0010725,              0.0010725,              0.0010725
                    129,                0.93241,                0.76792,                   1.19,                 1.0085,                0.90572,                 1.1964,                0.83723,                0.83822,                0.90787,                0.69082,                0.90988,                0.67337,                 1.1407,                0.94631,                0.66882,                 1.1306,              0.0010697,              0.0010697,              0.0010697
                    130,                0.96805,                0.79288,                 1.2166,                 1.0377,                0.95048,                  1.219,                0.79055,                0.78334,                0.85615,                0.64983,                0.89608,                0.71019,                  1.137,                0.94194,                0.80443,                 1.1402,              0.0010668,              0.0010668,              0.0010668
                    131,                0.94815,                0.79427,                 1.2106,                 1.0219,                0.93288,                 1.2172,                0.75865,                0.79045,                0.86296,                0.64884,                0.96721,                0.73728,                 1.1702,                0.96453,                0.81282,                 1.1623,               0.001064,               0.001064,               0.001064
                    132,                0.98125,                 0.7931,                 1.1939,                 1.0297,                0.89985,                 1.1867,                0.83579,                0.75125,                0.87065,                 0.6697,                0.94442,                0.73063,                 1.1568,                 0.9312,                0.81361,                 1.1237,              0.0010612,              0.0010612,              0.0010612
                    133,                0.95963,                0.77362,                 1.2222,                 1.0362,                0.91883,                 1.2358,                0.86813,                0.74254,                0.87299,                0.66717,                0.89852,                0.71868,                 1.1586,                0.93741,                0.76702,                 1.1484,              0.0010583,              0.0010583,              0.0010583
                    134,                0.92505,                0.75488,                 1.1866,                0.97686,                0.87436,                 1.1837,                0.81594,                0.80478,                0.87253,                 0.6657,                0.90427,                0.71352,                 1.1577,                0.94191,                0.70445,                 1.1523,              0.0010555,              0.0010555,              0.0010555
                    135,                0.96271,                0.78515,                 1.2193,                 1.0146,                0.94195,                 1.2262,                0.74667,                0.79285,                0.85572,                0.65944,                0.89966,                0.72232,                 1.1503,                0.89998,                 0.8224,                 1.1207,              0.0010527,              0.0010527,              0.0010527
                    136,                0.97844,                0.81521,                 1.1936,                  1.048,                0.94067,                 1.1952,                0.76377,                 0.7746,                0.84305,                0.61975,                 1.0365,                0.75641,                 1.2235,                 1.0151,                0.90729,                 1.1824,              0.0010499,              0.0010499,              0.0010499
                    137,                0.95264,                 0.8174,                 1.2136,                   1.01,                0.94354,                 1.2139,                0.85146,                0.78316,                0.87018,                0.65852,                0.90958,                0.71642,                 1.1579,                0.94488,                0.75989,                 1.1475,               0.001047,               0.001047,               0.001047
                    138,                0.94804,                 0.8025,                 1.2133,                0.99257,                0.92332,                 1.2213,                0.84682,                0.81747,                0.89912,                0.69293,                0.90959,                0.67824,                 1.1429,                0.90824,                0.68915,                 1.1106,              0.0010442,              0.0010442,              0.0010442
                    139,                0.96226,                0.78955,                 1.1984,                 1.0149,                0.91653,                 1.1993,                0.85273,                0.76489,                0.88138,                0.67589,                0.89584,                0.68383,                 1.1279,                  0.933,                0.69124,                 1.1439,              0.0010414,              0.0010414,              0.0010414
                    140,                0.97796,                0.79172,                 1.2092,                 1.0408,                0.92183,                 1.2129,                0.81263,                0.80552,                0.89839,                0.67699,                0.91846,                0.71869,                 1.1409,                0.92196,                 0.7479,                 1.1329,              0.0010385,              0.0010385,              0.0010385
                    141,                0.93482,                0.76819,                 1.1787,                 1.0115,                0.87709,                 1.1885,                0.81644,                0.79287,                0.87227,                0.65805,                0.98043,                0.68541,                 1.1702,                0.96446,                 0.7083,                 1.1283,              0.0010357,              0.0010357,              0.0010357
                    142,                0.95295,                0.77419,                 1.2057,                0.99455,                0.87074,                 1.1974,                0.83757,                0.82393,                 0.8885,                0.69039,                0.89427,                0.67089,                 1.1344,                0.90724,                0.68076,                 1.1142,              0.0010329,              0.0010329,              0.0010329
                    143,                0.93052,                0.78462,                 1.1912,                0.99879,                0.91347,                  1.204,                0.78091,                 0.8036,                0.88101,                0.65948,                0.96408,                0.75069,                  1.173,                0.97595,                0.77187,                 1.1624,              0.0010301,              0.0010301,              0.0010301
                    144,                0.91729,                0.78404,                  1.181,                0.97392,                0.89698,                 1.1897,                0.79766,                0.85459,                 0.8895,                0.68552,                0.87802,                0.69413,                 1.1429,                0.92235,                0.68678,                 1.1156,              0.0010272,              0.0010272,              0.0010272
                    145,                0.90036,                0.75529,                 1.1751,                0.95797,                0.87732,                 1.1795,                0.84893,                0.80433,                0.90037,                0.67649,                0.89984,                0.66541,                 1.1587,                0.95481,                0.65047,                 1.1272,              0.0010244,              0.0010244,              0.0010244
                    146,                0.91103,                0.74534,                 1.1734,                0.96328,                0.84529,                 1.1753,                0.86333,                0.80219,                0.89535,                0.68576,                0.91176,                0.72782,                  1.151,                0.92838,                0.72803,                 1.1235,              0.0010216,              0.0010216,              0.0010216
                    147,                0.91565,                0.76776,                 1.1696,                0.98183,                0.89817,                 1.1786,                0.87607,                0.76497,                0.88421,                0.68903,                0.89051,                0.71035,                 1.1438,                0.87252,                0.70499,                  1.103,              0.0010187,              0.0010187,              0.0010187
                    148,                 0.9608,                0.77296,                 1.1752,                 1.0121,                0.89565,                 1.1758,                0.78295,                0.81927,                0.87765,                0.66582,                0.96565,                0.70957,                  1.187,                0.98053,                0.70305,                 1.1573,              0.0010159,              0.0010159,              0.0010159
                    149,                0.91756,                0.76651,                 1.1748,                 0.9781,                0.89776,                 1.1734,                0.83319,                0.80361,                0.88596,                0.67875,                0.88798,                0.72012,                 1.1414,                0.93873,                0.70071,                 1.1241,              0.0010131,              0.0010131,              0.0010131
                    150,                0.89013,                0.75831,                 1.1788,                0.92963,                0.86922,                 1.1843,                0.85436,                0.78873,                0.87955,                0.68128,                0.84768,                0.68053,                 1.1255,                0.86199,                0.71798,                 1.1162,              0.0010102,              0.0010102,              0.0010102
                    151,                0.90533,                0.74149,                 1.1663,                0.96424,                0.85462,                  1.167,                0.73616,                0.77591,                0.83827,                 0.6454,                0.86844,                0.77811,                 1.1242,                0.86974,                  0.814,                 1.1033,              0.0010074,              0.0010074,              0.0010074
                    152,                 0.9014,                0.77781,                 1.1795,                0.97438,                0.89659,                 1.1898,                0.86072,                 0.7538,                 0.8705,                0.66851,                0.88341,                0.76187,                 1.1296,                0.90597,                0.76767,                  1.118,              0.0010046,              0.0010046,              0.0010046
                    153,                 0.8636,                0.74847,                 1.1686,                 0.9235,                0.85098,                 1.1788,                0.87897,                0.81487,                 0.9031,                0.69584,                0.88583,                0.69342,                 1.1093,                0.89562,                0.64275,                  1.102,              0.0010018,              0.0010018,              0.0010018
                    154,                0.88548,                0.71901,                 1.1343,                0.94922,                0.80925,                  1.145,                0.75517,                 0.8506,                0.87391,                0.68326,                0.86072,                0.66728,                 1.1093,                0.88019,                0.68386,                  1.103,             0.00099893,             0.00099893,             0.00099893
                    155,                0.89491,                0.71346,                 1.1502,                0.94615,                0.84063,                 1.1592,                 0.8314,                0.80473,                0.90662,                0.71279,                0.84984,                0.65002,                 1.0871,                0.84384,                0.65768,                  1.067,              0.0009961,              0.0009961,              0.0009961
                    156,                 0.8899,                0.73344,                 1.1643,                0.95377,                0.84791,                 1.1707,                0.86553,                0.74321,                0.88567,                0.69505,                0.83581,                 0.7057,                  1.091,                0.87423,                0.69654,                 1.0768,             0.00099327,             0.00099327,             0.00099327
                    157,                0.87268,                0.70789,                 1.1437,                0.94943,                0.81555,                 1.1491,                0.82527,                0.79355,                0.87802,                0.68841,                 0.8838,                0.66414,                 1.1261,                0.85836,                0.72983,                 1.1038,             0.00099044,             0.00099044,             0.00099044
                    158,                0.90486,                0.72804,                 1.1528,                 0.9734,                0.86722,                  1.166,                0.83957,                0.81737,                0.90324,                0.70703,                0.86458,                0.69439,                  1.105,                0.89987,                0.69493,                 1.1001,             0.00098761,             0.00098761,             0.00098761
                    159,                  0.898,                0.71384,                 1.1426,                0.95991,                0.83792,                 1.1498,                0.82124,                0.81986,                 0.8824,                0.70026,                0.84725,                0.67583,                 1.0904,                0.82836,                0.72255,                 1.0559,             0.00098478,             0.00098478,             0.00098478
                    160,                0.88078,                 0.7205,                 1.1524,                 0.9463,                0.83584,                 1.1676,                0.79421,                 0.8491,                0.89616,                0.71431,                0.83195,                0.64728,                 1.0811,                0.83982,                0.63541,                 1.0732,             0.00098195,             0.00098195,             0.00098195
                    161,                0.89117,                0.72209,                 1.1509,                0.95912,                0.83594,                 1.1597,                 0.7796,                0.80105,                 0.8744,                0.67527,                0.91057,                0.70317,                 1.1185,                0.90711,                0.72053,                 1.0995,             0.00097912,             0.00097912,             0.00097912
                    162,                0.85515,                0.67691,                 1.1245,                0.91816,                0.80175,                 1.1297,                0.83812,                0.84538,                0.90605,                0.71207,                0.81777,                0.62471,                 1.0842,                0.85795,                  0.627,                 1.0712,             0.00097629,             0.00097629,             0.00097629
                    163,                0.87031,                0.69904,                 1.1331,                0.94202,                0.78797,                 1.1356,                0.85706,                 0.7835,                 0.8892,                0.70191,                0.84853,                  0.674,                 1.0974,                0.87179,                 0.7229,                 1.0961,             0.00097346,             0.00097346,             0.00097346
                    164,                 0.8611,                0.71492,                 1.1308,                0.94018,                0.81452,                 1.1495,                0.89054,                0.80997,                 0.9034,                0.71181,                0.86128,                0.64846,                 1.1092,                0.86007,                0.65091,                 1.0909,             0.00097063,             0.00097063,             0.00097063
                    165,                0.88768,                0.71581,                 1.1586,                0.95004,                0.84466,                 1.1801,                0.85462,                0.79879,                0.88508,                0.69029,                0.87728,                0.70425,                 1.1212,                0.90047,                0.69983,                 1.1163,              0.0009678,              0.0009678,              0.0009678
                    166,                0.84651,                0.68013,                 1.1415,                0.90922,                 0.7629,                 1.1514,                0.81025,                 0.8203,                0.88133,                0.70409,                0.80705,                0.72127,                 1.0831,                0.82952,                0.71602,                 1.0671,             0.00096498,             0.00096498,             0.00096498
                    167,                0.83709,                0.68097,                  1.119,                0.90928,                0.77383,                 1.1315,                 0.8151,                0.80687,                0.88482,                0.69011,                0.82292,                0.65748,                 1.0933,                0.86783,                0.69111,                 1.0772,             0.00096215,             0.00096215,             0.00096215
                    168,                0.87248,                0.69604,                 1.1454,                0.92999,                0.79618,                 1.1483,                0.81498,                0.84095,                0.90154,                0.70366,                0.86533,                0.63565,                 1.1072,                0.87025,                0.64151,                 1.0762,             0.00095932,             0.00095932,             0.00095932
                    169,                0.88093,                0.68674,                 1.1271,                0.96552,                0.76901,                 1.1485,                 0.8747,                0.79663,                 0.9088,                0.69409,                0.93184,                0.63383,                 1.1395,                 0.9324,                0.61865,                 1.1071,             0.00095649,             0.00095649,             0.00095649
                    170,                0.89014,                0.69836,                 1.1454,                0.95549,                0.80552,                 1.1538,                0.88671,                0.78936,                0.89881,                0.70403,                0.84741,                0.64673,                 1.0934,                0.86393,                0.67561,                 1.0697,             0.00095366,             0.00095366,             0.00095366
                    171,                0.85997,                0.66266,                 1.1169,                 0.9284,                0.74273,                 1.1297,                0.85721,                0.85356,                0.92018,                0.71987,                0.84495,                0.62758,                 1.0908,                0.87759,                0.61989,                  1.078,             0.00095083,             0.00095083,             0.00095083
                    172,                0.88044,                0.70147,                 1.1376,                0.95678,                0.81142,                 1.1599,                0.88073,                0.81093,                0.92637,                 0.7278,                0.84586,                0.59975,                 1.0898,                0.87624,                 0.5896,                  1.072,               0.000948,               0.000948,               0.000948
                    173,                0.86243,                0.71204,                 1.1369,                0.91804,                0.82264,                 1.1484,                0.82748,                0.83958,                0.91869,                 0.7128,                0.83823,                0.61935,                 1.0799,                0.84442,                 0.6021,                 1.0588,             0.00094517,             0.00094517,             0.00094517
                    174,                 0.8322,                0.67408,                 1.1176,                0.90239,                0.76965,                 1.1438,                0.83556,                 0.8364,                0.91389,                0.71942,                0.81625,                0.61187,                 1.0783,                0.83862,                0.61193,                 1.0608,             0.00094234,             0.00094234,             0.00094234
                    175,                0.85355,                0.66756,                 1.1128,                0.92462,                 0.7405,                 1.1149,                0.81513,                0.84966,                0.89712,                0.70005,                0.87605,                0.65635,                 1.1164,                0.91009,                0.69403,                 1.0987,             0.00093951,             0.00093951,             0.00093951
                    176,                0.85301,                0.66732,                 1.1325,                0.90245,                0.74245,                   1.14,                 0.8607,                0.81454,                0.90605,                0.73192,                0.80856,                0.65871,                 1.0637,                0.84905,                0.62564,                 1.0676,             0.00093668,             0.00093668,             0.00093668
                    177,                0.83918,                0.68982,                 1.1268,                0.88869,                0.76448,                 1.1371,                0.90786,                 0.8049,                0.91701,                0.72323,                0.82453,                0.61941,                  1.077,                0.86254,                0.59539,                 1.0758,             0.00093385,             0.00093385,             0.00093385
                    178,                0.82256,                 0.6638,                 1.1036,                0.89894,                0.76343,                 1.1141,                0.82609,                0.81367,                0.89083,                0.70296,                0.81981,                0.68141,                 1.0855,                0.86151,                0.66048,                  1.105,             0.00093102,             0.00093102,             0.00093102
                    179,                0.85762,                0.69803,                 1.1214,                0.91137,                0.78591,                 1.1334,                 0.8286,                0.83968,                0.91409,                  0.704,                0.86487,                0.62987,                 1.0921,                0.91779,                0.61813,                 1.1018,             0.00092819,             0.00092819,             0.00092819
                    180,                0.84702,                0.66124,                 1.1103,                0.92948,                 0.7477,                 1.1203,                0.89028,                0.82435,                0.92578,                0.71672,                0.85757,                0.60744,                 1.0846,                0.90316,                 0.5757,                 1.0971,             0.00092536,             0.00092536,             0.00092536
                    181,                0.83396,                0.65582,                  1.093,                0.89716,                0.75568,                 1.1011,                0.88944,                  0.859,                0.93425,                0.72034,                0.87171,                 0.6154,                 1.0944,                 0.8955,                0.57437,                 1.0957,             0.00092253,             0.00092253,             0.00092253
                    182,                0.82075,                0.65267,                 1.0986,                0.88077,                0.73677,                 1.1041,                0.84705,                0.82046,                0.92053,                0.72051,                0.82564,                0.58962,                 1.0784,                 0.8627,                0.59524,                 1.0693,              0.0009197,              0.0009197,              0.0009197
                    183,                0.82763,                0.68303,                 1.1231,                0.89291,                 0.8114,                  1.139,                0.86914,                0.80931,                0.90203,                 0.7083,                0.83634,                0.60654,                 1.0858,                0.88537,                0.63793,                 1.0837,             0.00091687,             0.00091687,             0.00091687
                    184,                0.82138,                0.64086,                  1.103,                0.89505,                0.73301,                 1.1103,                0.86656,                0.83454,                0.90723,                0.71179,                0.86906,                  0.665,                 1.0967,                0.88977,                0.62582,                 1.0982,             0.00091405,             0.00091405,             0.00091405
                    185,                0.81828,                0.64714,                  1.092,                 0.8826,                0.73972,                  1.112,                 0.8695,                0.84926,                0.91441,                 0.7172,                 0.8287,                0.64053,                 1.0822,                0.86225,                0.67232,                 1.0843,             0.00091122,             0.00091122,             0.00091122
                    186,                0.83175,                0.65461,                 1.1166,                0.88467,                0.75583,                 1.1293,                0.85722,                0.83305,                 0.9107,                 0.7111,                0.85617,                0.63301,                 1.0936,                0.88959,                0.66149,                 1.0954,             0.00090839,             0.00090839,             0.00090839
                    187,                0.83645,                0.65243,                 1.1085,                0.90095,                0.72446,                  1.128,                0.91906,                0.79872,                0.91627,                0.73095,                0.79857,                0.63969,                 1.0729,                0.83604,                0.60171,                 1.0932,             0.00090556,             0.00090556,             0.00090556
                    188,                0.82192,                0.65889,                 1.1409,                0.86886,                0.75625,                 1.1457,                 0.8919,                0.80801,                0.91978,                0.74456,                0.80351,                0.61035,                 1.0629,                0.78476,                0.63427,                  1.042,             0.00090273,             0.00090273,             0.00090273
                    189,                0.81104,                0.62515,                 1.0898,                0.88009,                0.69896,                 1.1038,                0.84162,                0.79813,                0.90672,                0.73481,                0.78156,                0.60152,                 1.0611,                0.78057,                0.61222,                 1.0403,              0.0008999,              0.0008999,              0.0008999
